,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,timestamp
2017-03-23 14:20:00,22.47,22.55,22.34,22.484,617116.0,0.000623052959502,22.4489591611,0.000390380216727,22.4868076174,0.0,0,0,0,13859191.128,330918627.14,14648890.0,22.5900137922,-1,0,1,1,22.484,22,20170324 06:09:01
2017-03-23 14:25:00,22.49,22.65,22.42,22.58,790508.0,0.00426970289984,22.4751673289,0.00116745580924,22.4956830824,0.0,1,1,0,17825955.4,348744582.54,15439398.0,22.587965058,-1,0,1,1,22.58,22,20170324 06:09:01
2017-03-23 14:30:00,22.58,22.65,22.4644,22.58,467205.0,0.0,22.4961338631,0.000932875556405,22.5037132651,0.0,0,0,0,10542387.384,359286969.924,15906603.0,22.5872846594,-1,0,1,1,22.58,22,20170324 06:09:01
2017-03-23 14:35:00,22.5799,22.61,22.5,22.53,261649.0,-0.0022143489814,22.5029070905,0.000301084062843,22.5062167636,0.0,0,0,0,5899312.78667,365186282.711,16168252.0,22.586627343,-1,0,1,1,22.53,22,20170324 06:09:01
2017-03-23 14:40:00,22.52,22.75,22.51,22.71,690330.0,0.00798934753662,22.5443256724,0.00184058805109,22.5256246909,1.0,1,1,1,15640576.7,380826859.411,16858582.0,22.5894953331,-1,1,1,1,22.71,22,20170324 06:09:01
2017-03-23 14:45:00,22.72,22.86,22.7,22.8267,851198.0,0.00513870541612,22.6008005379,0.00250505898225,22.5542985299,0.0,1,1,1,19403540.7555,400230400.167,17709780.0,22.599399889,1,0,1,1,22.8267,22,20170324 06:09:01
2017-03-23 14:50:00,22.83,22.84,22.63,22.679,524161.0,-0.00647049288771,22.6164404303,0.000692006125767,22.5661748603,0.0,0,0,1,11907015.9963,412137416.163,18233941.0,22.60276131,1,0,1,1,22.679,22,20170324 06:09:01
2017-03-23 14:55:00,22.68,22.75,22.65,22.68,328557.0,4.40936549231e-05,22.6291523443,0.000562065192121,22.5770153498,0.0,0,0,1,7456053.52,419593469.683,18562498.0,22.6043644386,1,0,1,1,22.68,22,20170324 06:09:01
2017-03-23 15:00:00,22.6875,22.79,22.67,22.78,282559.0,0.00440917107584,22.6593218754,0.00133321525656,22.5963472213,0.0,1,1,1,6427275.38667,426020745.07,18845057.0,22.6064980896,1,0,1,1,22.78,22,20170324 06:09:01
2017-03-23 15:05:00,22.79,22.8,22.71,22.73,235186.0,-0.00219490781387,22.6734575003,0.000623832654679,22.6090760574,0.0,0,0,1,5349697.54667,431370442.616,19080243.0,22.608225829,1,0,1,1,22.73,22,20170324 06:09:01
2017-03-23 15:10:00,22.735,22.74,22.66,22.73,240361.0,0.0,22.6847660003,0.000498754984098,22.6205926233,0.0,0,0,1,5458598.31,436829040.926,19320604.0,22.6094919665,1,0,1,1,22.73,22,20170324 06:09:01
2017-03-23 15:15:00,22.73,22.83,22.72,22.81,318029.0,0.00351957765068,22.7098128002,0.00110412423684,22.6386314211,0.0,1,1,1,7246820.81333,444075861.74,19638633.0,22.6123611424,1,0,1,1,22.81,22,20170324 06:09:01
2017-03-23 15:20:00,22.8,22.81,22.71,22.79,386242.0,-0.000876808417361,22.7258502402,0.000706189879216,22.6530474762,0.0,0,0,1,8794730.34,452870592.08,20024875.0,22.6154016981,1,0,1,1,22.79,22,20170324 06:09:01
2017-03-23 15:25:00,22.7999,22.8,22.68,22.69,215454.0,-0.00438788942519,22.7186801921,-0.000315501860547,22.6565667642,0.0,0,0,1,4895833.06,457766425.14,20240329.0,22.6165506074,1,0,1,1,22.69,22,20170324 06:09:01
2017-03-23 15:30:00,22.6865,22.76,22.67,22.717,200413.0,0.00118995152049,22.7183441537,-1.47912829344e-05,22.6623223105,0.0,0,0,1,4552514.90367,462318940.043,20440742.0,22.6175223993,1,0,1,1,22.717,22,20170324 06:09:01
2017-03-23 15:35:00,22.7199,22.7301,22.65,22.7297,166205.0,0.000559052691817,22.720615323,9.99707216045e-05,22.6687392333,0.0,0,0,1,3773396.43633,466092336.48,20606947.0,22.6182139683,1,0,1,1,22.7297,22,20170324 06:09:01
2017-03-23 15:40:00,22.725,22.73,22.65,22.6899,173644.0,-0.00175101299181,22.7144722584,-0.000270374041623,22.6707545444,0.0,0,0,1,3939976.57187,470032313.052,20780591.0,22.6188135386,1,0,1,1,22.6899,22,20170324 06:09:01
2017-03-23 15:45:00,22.69,22.75,22.68,22.7266,122291.0,0.00161745975081,22.7168978067,0.000106784269429,22.6760731592,0.0,0,0,1,2778312.92353,472810625.975,20902882.0,22.6193988932,1,0,1,1,22.7266,22,20170324 06:09:01
2017-03-23 15:50:00,22.73,22.76,22.71,22.73,206183.0,0.000149604428291,22.7195182454,0.000115351958826,22.6812090488,0.0,0,0,1,4687226.86667,477497852.842,21109065.0,22.6205117489,1,0,1,1,22.73,22,20170324 06:09:01
2017-03-23 15:55:00,22.7353,22.76,22.71,22.75,278009.0,0.00087989441267,22.7256145963,0.000268330994633,22.687760568,0.0,0,0,1,6321924.66,483819777.502,21387074.0,22.6220649679,1,0,1,1,22.75,22,20170324 06:09:01
2017-03-23 16:00:00,22.7454,22.86,22.74,22.8461,445363.0,0.00422417582418,22.749711677,0.00106034891336,22.7028405139,0.0,1,1,1,10161120.1448,493980897.647,21832437.0,22.6260081569,1,0,1,1,22.8461,22,20170324 06:09:01
2017-03-23 16:05:00,22.8441,22.91,22.81,22.8775,501029.0,0.00137441401377,22.7752693416,0.00112342806612,22.7194747507,0.0,0,1,1,11456445.6092,505437343.256,22333466.0,22.6313883951,1,0,1,1,22.8775,22,20170324 06:09:01
2017-03-23 16:10:00,22.8735,22.88,22.7921,22.7946,283333.0,-0.00362364768878,22.7791354733,0.000169751304247,22.7266295363,0.0,0,0,1,6466291.83703,511903635.093,22616799.0,22.633779214,1,0,1,1,22.7946,22,20170324 06:09:01
2017-03-23 16:15:00,22.7999,22.84,22.77,22.8257,174392.0,0.00136435822519,22.7884483786,0.000408834889769,22.7360648186,0.0,0,0,1,3978212.8648,515881847.958,22791191.0,22.6351421458,1,0,1,1,22.8257,22,20170324 06:09:01
2017-03-23 16:20:00,22.829,22.9,22.81,22.8666,186434.0,0.00179183989976,22.8040787029,0.000685888043473,22.7484967406,0.0,0,0,1,4261669.94813,520143517.906,22977625.0,22.6369573838,1,0,1,1,22.8666,22,20170324 06:09:01
2017-03-23 16:25:00,22.88,23.03,22.86,23.0299,713292.0,0.00714142023738,22.8492429623,0.00198053427223,22.775297051,0.0,1,1,1,16386671.1036,536530189.009,23690917.0,22.6470840706,1,0,1,1,23.0299,22,20170324 06:09:01
2017-03-23 16:30:00,23.02,23.09,22.93,22.98,710236.0,-0.00216674844441,22.8753943699,0.00114451964896,22.79479257,0.0,0,1,1,16335428.0,552865617.009,24401153.0,22.6573562737,1,0,1,1,22.98,22,20170324 06:09:01
2017-03-23 16:35:00,22.9899,23.0,22.92,22.9753,182168.0,-0.0002045256745,22.8953754959,0.000873476789266,22.8119837538,0.0,0,0,1,4183506.3368,557049123.346,24583321.0,22.6596367247,1,0,1,1,22.9753,22,20170324 06:09:01
2017-03-23 16:40:00,22.97,22.9799,22.76,22.7873,523762.0,-0.00818270055233,22.8737603967,-0.000944081444831,22.8096329201,0.0,0,0,1,11963981.1088,569013104.455,25107083.0,22.6634493722,1,0,1,1,22.7873,22,20170324 06:09:01
2017-03-23 16:45:00,22.7801,22.83,22.71,22.75,350054.0,-0.00163687668131,22.8490083174,-0.00108211675357,22.8039535944,0.0,0,0,1,7968395.88667,576981500.342,25457137.0,22.6648228488,1,0,1,1,22.75,22,20170324 06:09:01
2017-03-23 16:50:00,22.74,22.81,22.67,22.77,391522.0,0.000879120879121,22.8332066539,-0.000691568896755,22.8007199187,0.0,0,0,1,8907125.5,585888625.842,25848659.0,22.6661130019,1,0,1,1,22.77,22,20170324 06:09:01
2017-03-23 16:55:00,22.76,22.79,22.74,22.78,137558.0,0.000439174352218,22.8225653231,-0.000466046269387,22.7987465931,0.0,0,0,1,3132195.66,589020821.502,25986217.0,22.6666629276,1,0,1,1,22.78,22,20170324 06:09:01
2017-03-23 17:00:00,22.7862,22.87,22.73,22.85,248770.0,0.00307287093942,22.8280522585,0.000240417117838,22.80362787,0.0,1,0,1,5676102.16667,594696923.668,26234987.0,22.6680853194,1,0,1,1,22.85,22,20170324 06:09:01
2017-03-23 17:05:00,22.85,22.9,22.76,22.7765,269063.0,-0.00321663019694,22.8177418068,-0.000451657091982,22.8010442633,0.0,0,0,1,6137909.99983,600834833.668,26504050.0,22.6695479999,1,0,1,1,22.7765,22,20170324 06:09:01
2017-03-23 17:10:00,22.77,22.83,22.7601,22.7899,201505.0,0.000588325686563,22.8121734454,-0.000244036478548,22.7999829049,0.0,0,0,1,4592970.63333,605427804.301,26705555.0,22.670482014,1,0,1,1,22.7899,22,20170324 06:09:01
2017-03-23 17:15:00,22.7836,22.82,22.73,22.744,225073.0,-0.00201405008359,22.7985387563,-0.000597693556897,22.7946511997,0.0,0,0,1,5123711.82067,610551516.122,26930628.0,22.6712691632,1,0,1,1,22.744,22,20170324 06:09:01
2017-03-23 17:20:00,22.7447,22.765,22.68,22.71,226423.0,-0.00149489975378,22.7808310051,-0.000776705536217,22.7865891807,-1.0,0,0,0,5143953.18833,615695469.31,27157051.0,22.6716615626,1,0,1,1,22.71,22,20170324 06:09:01
2017-03-23 17:25:00,22.7205,22.79,22.72,22.79,119581.0,0.0035226772347,22.7826648041,8.04974578763e-05,22.7869140206,0.0,1,0,0,2722460.76667,618417930.077,27276632.0,22.6720780658,1,0,1,1,22.79,22,20170324 06:09:01
2017-03-23 17:30:00,22.7899,22.82,22.75,22.77,180349.0,-0.000877577885037,22.7801318433,-0.000111179303844,22.7853031615,0.0,0,0,0,4108350.22,622526280.297,27456981.0,22.6727869425,1,0,1,1,22.77,22,20170324 06:09:01
2017-03-23 17:35:00,22.77,22.83,22.76,22.815,166930.0,0.00197628458498,22.7871054746,0.000306127787051,22.7881314318,0.0,0,0,0,3806282.21667,626332562.514,27623911.0,22.6735657566,1,0,1,1,22.815,22,20170324 06:09:01
2017-03-23 17:40:00,22.814,22.87,22.8,22.8,168442.0,-0.000657462195924,22.7896843797,0.00011317387734,22.7892617716,1.0,0,0,1,3844407.91333,630176970.427,27792353.0,22.6744734578,1,0,1,1,22.8,22,20170324 06:09:01
2017-03-23 17:45:00,22.8,22.82,22.78,22.78,97079.0,-0.000877192982456,22.7877475037,-8.49891513983e-05,22.7883796982,-1.0,0,0,0,2212754.00667,632389724.434,27889432.0,22.6748871915,1,0,1,1,22.78,22,20170324 06:09:01
2017-03-23 17:50:00,22.79,22.81,22.7799,22.801,104350.0,0.000921861281826,22.790398003,0.000116312472337,22.7895816317,1.0,0,0,1,2378863.47167,634768587.905,27993782.0,22.6753422566,1,0,1,1,22.801,22,20170324 06:09:01
2017-03-23 17:55:00,22.8035,22.85,22.8,22.83,113362.0,0.00127187404061,22.7983184024,0.000347532298465,22.7934310001,0.0,0,0,1,2587676.58667,637356264.492,28107144.0,22.6759525796,1,0,1,1,22.83,22,20170324 06:09:01
2017-03-23 18:00:00,22.8363,22.94,22.83,22.93,304458.0,0.00438020148927,22.8246547219,0.00115518693335,22.8064375715,0.0,1,1,1,6972088.2,644328352.692,28411602.0,22.678353466,1,0,1,1,22.93,22,20170324 06:09:01
2017-03-23 18:05:00,22.92,22.96,22.865,22.93,361063.0,0.0,22.8457237775,0.000923083213012,22.8182054218,0.0,0,0,1,8274962.18833,652603314.88,28772665.0,22.6813649302,1,0,1,1,22.93,22,20170324 06:09:01
2017-03-23 18:10:00,22.9254,23.04,22.89,23.02,382992.0,0.00392498909725,22.880579022,0.00152567915259,22.8374239531,0.0,1,1,1,8802432.8,661405747.68,29155657.0,22.6853316212,1,0,1,1,23.02,22,20170324 06:09:01
2017-03-23 18:15:00,23.011,23.03,22.95,22.9999,294432.0,-0.000873153779322,22.9044432176,0.00104298914689,22.8528978623,0.0,0,1,1,6769963.3056,668175710.986,29450089.0,22.6884105846,1,0,1,1,22.9999,22,20170324 06:09:01
2017-03-23 18:20:00,23.0,23.05,22.99,23.035,310073.0,0.00152609359171,22.9305545741,0.00114001271402,22.870240923,0.0,0,1,1,7139430.825,675315141.811,29760162.0,22.6919175309,1,0,1,1,23.035,22,20170324 06:09:01
2017-03-23 18:25:00,23.0323,23.1,22.96,22.97,539068.0,-0.00282179292381,22.9384436593,0.000344042493829,22.8797417875,0.0,0,0,1,12403954.68,687719096.491,30299230.0,22.6975766873,1,0,1,1,22.97,22,20170324 06:09:01
2017-03-23 18:30:00,22.971,23.04,22.93,23.029,252441.0,0.002568567697,22.9565549274,0.000789559588849,22.8939568554,0.0,0,0,1,5806058.853,693525155.344,30551671.0,22.7000727831,1,0,1,1,23.029,22,20170324 06:09:01
2017-03-23 18:35:00,23.0293,23.17,23.0,23.105,835062.0,0.00330018672109,22.9862439419,0.00129326959596,22.9140562025,0.0,1,1,1,19282973.35,712808128.694,31386733.0,22.7104913625,1,0,1,1,23.105,22,20170324 06:09:01
2017-03-23 18:40:00,23.1107,23.15,23.08,23.1101,339513.0,0.00022073144341,23.0110151536,0.0010776537339,22.9327270403,0.0,0,1,1,7847288.4571,720655417.151,31726246.0,22.7148026637,1,0,1,1,23.1101,22,20170324 06:09:01
2017-03-23 18:45:00,23.11,23.17,23.1,23.17,245483.0,0.00259194032047,23.0428121228,0.00138181514713,22.9553244651,0.0,0,1,1,5682113.17333,726337530.324,31971729.0,22.7181185705,1,0,1,1,23.17,22,20170324 06:09:01
2017-03-23 18:50:00,23.17,23.3,23.165,23.27,945849.0,0.00431592576608,23.0882496983,0.00197187631396,22.9852935636,0.0,1,1,1,21986260.005,748323790.329,32917578.0,22.7332579064,1,0,1,1,23.27,22,20170324 06:09:01
2017-03-23 18:55:00,23.2793,23.2793,23.13,23.1399,510703.0,-0.00559088955737,23.0985797586,0.000447416347301,23.0000179861,0.0,0,0,1,11839661.6959,760163452.025,33428281.0,22.7401298926,1,0,1,1,23.1399,22,20170324 06:09:01
2017-03-23 19:00:00,23.135,23.22,23.1,23.22,339845.0,0.00346155342071,23.1228638069,0.00105132213886,23.0209686541,0.0,1,1,1,7877607.1,768041059.125,33768126.0,22.7445567789,1,0,1,1,23.22,22,20170324 06:09:01
2017-03-23 19:05:00,23.22,23.24,23.1,23.1,460008.0,-0.00516795865633,23.1182910455,-0.000197759300795,23.028495449,0.0,0,0,1,10647651.84,778688710.965,34228134.0,22.7499609229,1,0,1,1,23.1,22,20170324 06:09:01
2017-03-23 19:10:00,23.102,23.18,23.1,23.1348,202638.0,0.00150649350649,23.1215928364,0.000142821581856,23.0386196919,0.0,0,0,1,4688692.0808,783377403.046,34430772.0,22.7522462478,1,0,1,1,23.1348,22,20170324 06:09:01
