Date,Open,High,Low,Close,Volume,VP,TotalVP,TotalVolume,VWAP,EMA,EMA>VWAP
2017.02.02 22:45,251.18,251.39,251.18,251.33,111,27894.3,1815391.63667,7245,250.571654474,251.199950247,1
2017.02.02 22:50,251.36,251.51,251.28,251.37,153,38462.16,1813736.35333,7237,250.619918935,251.233960156,1
2017.02.02 22:55,251.33,251.39,251.13,251.28,174,43720.4,1812121.76667,7229,250.67391986,251.243168092,1
2017.02.03 16:30,250.14,250.79,249.56,249.91,159,39763.78,1814939.01,7239,250.716813096,250.976534485,1
2017.02.03 16:35,249.86,250.44,249.77,250.08,223,55771.5566667,1811605.64667,7224,250.775975452,250.797227597,1
2017.02.03 16:40,250.08,250.49,249.88,250.3,437,109347.596667,1870167.44333,7457,250.793542086,250.697782079,-1
2017.02.03 16:45,250.32,251.51,250.29,250.89,118,29605.8066667,1855996.18333,7399,250.844192909,250.736225666,-1
2017.02.03 16:50,250.95,251.63,250.58,251.42,150,37681.5,1850463.04333,7375,250.910243164,250.872980553,-1
2017.02.03 16:55,251.42,251.63,250.86,250.97,75,18836.5,1833728.77,7307,250.95508006,250.892384453,-1
2017.02.03 17:00,250.96,251.18,250.45,250.48,173,43371.6766667,1843499.39667,7345,250.986983889,250.809907583,-1
2017.02.03 17:05,250.5,250.98,250.33,250.65,156,39101.92,1842855.02667,7342,251.001774267,250.777926058,-1
2017.02.03 17:10,250.65,250.94,250.53,250.72,128,32093.44,1830896.84,7294,251.01409926,250.766340812,-1
2017.02.03 17:15,250.72,250.89,250.48,250.76,149,37355.79,1840999.36,7334,251.022547041,250.765072645,-1
2017.02.03 17:20,250.76,251.2,250.66,251.01,166,41658.8066667,1853972.56667,7385,251.045709772,250.814058124,-1
2017.02.03 17:25,251.01,251.51,250.78,250.97,113,28372.7933333,1861129.92667,7413,251.062987544,250.845246507,-1
2017.02.03 17:30,250.89,251.12,250.78,251.02,190,47684.9333333,1872570.66,7458,251.082148029,250.8801972,-1
2017.02.03 17:35,251.02,251.28,250.92,251.18,106,26619.4266667,1876175.67333,7472,251.094174697,250.940157757,-1
2017.02.03 17:40,251.18,251.77,251.18,251.53,158,39735.9466667,1894146.54,7543,251.113156569,251.058126199,-1
2017.02.03 17:45,251.53,251.68,251.4,251.44,122,30683.8133333,1903317.74,7579,251.130457844,251.134500969,1
2017.02.03 17:50,251.44,251.46,251.18,251.31,60,15079.0,1902640.02,7576,251.140446146,251.169600786,1
2017.02.03 17:55,251.18,251.4,251.04,251.12,86,21602.0533333,1896136.42,7550,251.143896689,251.159680614,1
2017.02.03 18:00,251.13,251.58,251.13,251.44,127,31925.6833333,1903716.07333,7580,251.149877748,251.215744491,1
2017.02.03 18:05,251.44,251.46,251.26,251.26,63,15833.58,1905764.27,7588,251.155017132,251.224595606,1
2017.02.03 18:10,251.23,251.31,251.03,251.05,68,17076.84,1900269.11,7566,251.159015332,251.189676507,1
2017.02.03 18:15,251.08,251.24,250.88,250.97,78,19580.34,1897259.45,7554,251.159577707,251.145741211,-1
2017.02.03 18:20,250.97,251.15,250.48,250.68,107,26832.39,1901482.94,7571,251.153472461,251.052592975,-1
2017.02.03 18:25,250.69,251.01,250.68,251.0,90,22580.7,1900922.88,7569,251.145842251,251.042074376,-1
2017.02.03 18:30,250.95,250.96,250.61,250.74,67,16801.59,1898367.69667,7559,251.140057768,250.981659506,-1
2017.02.03 18:35,250.79,251.02,250.7,250.9,78,19568.12,1893036.32667,7538,251.132439197,250.965327603,-1
2017.02.03 18:40,250.89,250.89,250.63,250.63,78,19555.9,1885910.26,7510,251.119874834,250.898262077,-1
2017.02.03 18:45,250.64,250.87,250.64,250.72,54,13540.14,1865970.31,7431,251.106218544,250.862609654,-1
2017.02.03 18:50,250.8,250.96,250.76,250.83,55,13796.75,1849576.66,7366,251.096478414,250.856087716,-1
2017.02.03 18:55,250.83,250.92,250.62,250.9,61,15299.6133333,1841018.60667,7332,251.093645208,250.864870174,-1
2017.02.03 19:00,250.88,251.07,250.88,250.89,81,20326.68,1843749.62,7343,251.089421217,250.869896137,-1
2017.02.03 19:05,250.88,250.94,250.88,250.9,45,11290.8,1839446.59333,7326,251.084711075,250.875916908,-1
2017.02.03 19:10,250.9,250.95,250.73,250.89,39,9783.41,1839421.50333,7326,251.081286286,250.878733529,-1
2017.02.03 19:15,250.89,251.24,250.89,251.02,50,12552.5,1833115.00333,7301,251.077250148,250.90698683,-1
2017.02.03 19:20,251.03,251.19,250.88,250.88,87,21835.55,1840369.54667,7330,251.073608004,250.901589464,-1
2017.02.03 19:25,250.88,251.1,250.81,250.96,70,17566.9666667,1839581.15,7327,251.068807152,250.913271576,-1
2017.02.03 19:30,250.97,251.13,250.85,250.99,114,28612.86,1851599.85,7375,251.064386441,250.928617265,-1
2017.02.03 19:35,250.99,251.1,250.89,250.98,50,12549.5,1849052.15,7365,251.059355058,250.938893816,-1
2017.02.03 19:40,250.98,251.21,250.89,251.16,40,10043.4666667,1838697.65667,7324,251.051018114,250.98311505,-1
2017.02.03 19:45,251.16,251.24,250.91,251.14,45,11299.35,1823296.66667,7263,251.039056405,251.014492044,-1
2017.02.03 19:50,251.14,251.17,250.94,251.13,54,13558.32,1821239.25333,7255,251.032288537,251.037593638,1
2017.02.03 19:55,251.13,251.15,250.93,250.93,68,17068.2266667,1825973.85333,7274,251.027475025,251.016074907,-1
2017.02.03 20:00,250.95,251.14,250.93,250.98,66,16567.1,1824183.4,7267,251.022898032,251.00885993,-1
2017.02.03 20:05,250.98,251.09,250.89,250.89,51,12798.79,1820120.97,7251,251.016545304,250.985087939,-1
2017.02.03 20:10,250.89,251.15,250.89,251.03,62,15563.4466667,1820581.61667,7253,251.010839193,250.994070349,-1
2017.02.03 20:15,251.04,251.29,251.03,251.26,50,12559.6666667,1813259.61667,7224,251.004930325,251.047256273,1
2017.02.03 20:20,251.27,251.3,251.04,251.17,67,16828.39,1801146.34,7176,250.995866778,251.071805016,1
2017.02.03 20:25,251.17,251.26,251.16,251.16,50,12559.6666667,1796091.44,7156,250.9909782,251.089444009,1
2017.02.03 20:30,251.17,251.19,251.04,251.04,49,12303.41,1792301.62333,7141,250.987484013,251.07955521,1
2017.02.03 20:35,251.08,251.18,250.88,251.02,88,22090.3466667,1796553.45667,7158,250.985394896,251.067644178,1
2017.02.03 20:40,251.02,251.17,250.89,251.09,99,24853.95,1806567.53,7198,250.981874132,251.072115348,1
2017.02.03 20:45,251.1,251.17,251.03,251.05,65,16320.4166667,1807044.07667,7200,250.978343981,251.067692286,1
2017.02.03 20:50,251.05,251.21,251.05,251.18,64,16073.3866667,1806264.73,7197,250.97467417,251.090153822,1
2017.02.03 20:55,251.17,251.21,250.96,251.05,86,21592.3066667,1809000.78667,7208,250.971252312,251.082123057,1
2017.02.03 21:00,251.07,251.35,251.05,251.2,55,13816.0,1805971.2,7196,250.968760422,251.105698452,1
2017.02.03 21:05,251.21,251.6,251.2,251.57,87,21876.73,1804709.62333,7191,250.967824132,251.198558761,1
2017.02.03 21:10,251.56,251.56,251.04,251.21,111,27890.97,1817505.39333,7242,250.967328546,251.200847001,1
2017.02.03 21:15,251.25,251.27,251.07,251.19,74,18587.0733333,1824525.46,7270,250.966363136,251.198677597,1
2017.02.03 21:20,251.22,251.31,251.14,251.18,43,10802.03,1811955.97,7220,250.963430748,251.194942072,1
2017.02.03 21:25,251.19,251.28,251.18,251.2,45,11304.9,1802926.09,7184,250.964099388,251.195953657,1
2017.02.03 21:30,251.2,251.2,250.9,251.1,70,17574.6666667,1793154.11,7145,250.966285514,251.176762931,1
2017.02.03 21:35,251.13,251.15,250.97,251.1,63,15817.62,1782581.03,7103,250.961710545,251.16141034,1
2017.02.03 21:40,251.1,251.28,251.05,251.15,89,22353.24,1787591.58,7123,250.960491366,251.159128262,1
2017.02.03 21:45,251.15,251.28,251.05,251.08,67,16826.1566667,1783593.03667,7107,250.962858684,251.143302611,1
2017.02.03 21:50,251.08,251.17,250.97,251.05,88,22093.5733333,1783353.54333,7106,250.964472746,251.124642092,1
2017.02.03 21:55,251.06,251.25,251.05,251.14,46,11552.7466667,1780596.63,7095,250.964993658,251.127713673,1
2017.02.03 22:00,251.11,251.18,251.08,251.11,44,11049.4266667,1779097.22333,7089,250.965894108,251.124170939,1
2017.02.03 22:05,251.12,251.21,250.94,251.17,89,22348.4933333,1788386.61,7126,250.966406118,251.133336749,1
2017.02.03 22:10,251.15,251.15,250.89,251.05,63,15814.89,1791386.56,7138,250.964774447,251.116669395,1
2017.02.03 22:15,251.06,251.14,251.0,251.05,48,12051.04,1787620.82,7123,250.964596378,251.103335545,1
2017.02.03 22:20,251.04,251.07,250.82,250.82,57,14301.49,1786865.91,7120,250.964313202,251.046668458,1
2017.02.03 22:25,250.83,250.93,250.74,250.78,86,21570.2333333,1789599.89333,7131,250.960579629,250.993334773,1
2017.02.03 22:30,250.79,250.95,250.76,250.9,84,21073.08,1798858.42667,7168,250.956811756,250.974667807,1
2017.02.03 22:35,250.86,251.06,250.82,251.0,82,20578.72,1791304.98667,7138,250.953346409,250.979734228,1
2017.02.03 22:40,250.95,251.07,250.84,251.05,96,24094.72,1796811.15333,7160,250.951278399,250.993787373,1
2017.02.03 22:45,251.04,251.21,250.94,250.95,88,22090.9333333,1791007.78667,7137,250.946866564,250.985029894,1
2017.02.03 22:50,250.96,251.21,250.96,251.16,77,19335.47,1771881.09667,7061,250.9391158,251.020023902,1
2017.02.03 22:55,251.17,251.22,251.0,251.09,173,43440.8766667,1771601.57333,7060,250.935067044,251.034019107,1
2017.02.06 16:30,251.53,251.84,250.98,251.55,162,40735.98,1772573.77333,7063,250.966129596,251.137215298,1
2017.02.06 16:35,251.56,253.07,251.56,253.07,210,53039.0,1769841.21667,7050,251.041307329,251.523772247,1
2017.02.06 16:40,253.06,253.42,252.28,252.34,235,59379.8,1719873.42,6848,251.14974007,251.687017806,1
2017.02.06 16:45,252.28,253.43,252.28,253.32,190,48071.9,1738339.51333,6920,251.205131985,252.013614242,1
2017.02.06 16:50,253.33,253.82,252.74,252.91,125,31644.5833333,1732302.59667,6895,251.240405608,252.192891376,1
2017.02.06 16:55,252.91,253.12,252.48,252.53,210,53069.1,1766535.19667,7030,251.285234234,252.260313086,1
2017.02.06 17:00,252.51,252.9,252.12,252.9,266,67202.24,1790365.76,7123,251.349959287,252.38825047,1
2017.02.06 17:05,252.81,252.87,251.93,252.34,189,47699.82,1798963.66,7156,251.392350475,252.378600379,1
2017.02.06 17:10,252.37,252.51,251.56,252.0,218,54941.0866667,1821811.30667,7246,251.423034318,252.302880312,1
2017.02.06 17:15,252.0,252.18,251.73,252.0,157,39559.29,1824014.80667,7254,251.449518427,252.242304253,1
2017.02.06 17:20,252.02,252.07,251.68,251.84,90,22667.7,1805023.7,7178,251.466104765,252.161843407,1
2017.02.06 17:25,251.82,252.09,251.59,252.09,128,32246.1866667,1808897.09333,7193,251.480202048,252.147474736,1
2017.02.06 17:30,252.12,252.54,251.98,252.37,132,33303.16,1794515.32,7135,251.508804485,252.191979799,1
2017.02.06 17:35,252.37,252.75,252.36,252.48,113,28535.89,1796431.78333,7142,251.530633343,252.249583852,1
2017.02.06 17:40,252.48,253.03,252.43,252.88,109,27553.02,1784248.85667,7093,251.550663565,252.375667077,1
2017.02.06 17:45,252.88,253.29,252.68,252.78,164,41478.3333333,1795043.37667,7135,251.582813829,252.456533662,1
2017.02.06 17:50,252.88,253.24,252.83,252.96,89,22517.89,1802482.26667,7164,251.602773125,252.557226927,1
2017.02.06 17:55,252.96,253.19,252.88,252.9,73,18468.27,1799348.48333,7151,251.621938657,252.625781547,1
2017.02.06 18:00,252.91,253.31,252.78,253.23,112,28347.9466667,1795770.74667,7136,251.649488042,252.746625231,1
2017.02.06 18:05,253.23,253.83,253.23,253.61,88,22312.9866667,1802250.15333,7161,251.675765024,252.919300177,1
2017.02.06 18:10,253.62,253.74,253.4,253.4,100,25351.3333333,1810524.64667,7193,251.706471106,253.015440136,1
2017.02.06 18:15,253.45,253.75,253.45,253.56,105,26626.6,1817570.90667,7220,251.741122807,253.124352104,1
2017.02.06 18:20,253.57,253.68,253.16,253.32,90,22804.8,1813543.31667,7203,251.776109491,253.163481684,1
2017.02.06 18:25,253.37,253.7,253.29,253.59,84,21296.24,1812258.85667,7197,251.807538789,253.248785343,1
2017.02.06 18:30,253.59,253.73,253.45,253.63,91,23077.9033333,1818535.17,7221,251.839796427,253.325028272,1
2017.02.06 18:35,253.63,254.02,253.6,253.98,90,22848.0,1821815.05,7233,251.87543896,253.456022616,1
2017.02.06 18:40,254.04,254.06,253.56,253.68,118,29944.4666667,1832203.61667,7273,251.918550346,253.500818096,1
2017.02.06 18:45,253.63,253.63,253.29,253.34,94,23821.48,1842484.95667,7313,251.946527645,253.468654479,1
2017.02.06 18:50,253.34,253.57,253.34,253.42,66,16727.26,1845415.46667,7324,251.968250501,253.458923584,1
2017.02.06 18:55,253.41,253.52,253.21,253.21,65,16465.3666667,1846581.22,7328,251.989795306,253.409138864,1
2017.02.06 19:00,253.22,253.42,253.21,253.34,87,22039.13,1848293.67,7334,252.01713526,253.39531109,1
2017.02.06 19:05,253.38,253.56,253.36,253.56,51,12928.16,1849931.03,7340,252.034200272,253.428248871,1
2017.02.06 19:10,253.54,253.57,253.42,253.49,62,15716.5866667,1855864.20667,7363,252.05272398,253.440599101,1
2017.02.06 19:15,253.54,253.7,253.34,253.7,58,14707.64,1858019.34667,7371,252.071543436,253.492479282,1
2017.02.06 19:20,253.7,253.7,253.51,253.6,71,18005.8366667,1854189.63333,7355,252.099202357,253.513983431,1
2017.02.06 19:25,253.61,253.69,253.59,253.67,55,13950.75,1850573.41667,7340,252.121718892,253.545186746,1
2017.02.06 19:30,253.67,253.8,253.57,253.73,45,11416.5,1833377.05667,7271,252.149230734,253.582149393,1
2017.02.06 19:35,253.74,253.98,253.74,253.97,72,18280.56,1839108.11667,7293,252.174429819,253.659719514,1
2017.02.06 19:40,253.98,254.37,253.98,254.27,114,28979.56,1858044.21,7367,252.21178363,253.781775608,1
2017.02.06 19:45,254.2,254.55,254.18,254.44,91,23149.49,1869894.35,7413,252.245292054,253.913420486,1
2017.02.06 19:50,254.44,254.6,254.2,254.23,72,18312.72,1874648.75,7431,252.274088279,253.976736388,1
2017.02.06 19:55,254.2,254.24,253.88,254.05,97,24643.4966667,1882224.02,7460,252.308849866,253.991389112,1
2017.02.06 20:00,254.05,254.33,254.03,254.18,91,23130.38,1888787.3,7485,252.342992652,254.029111292,1
2017.02.06 20:05,254.19,254.29,254.03,254.2,58,14742.0533333,1890730.56333,7492,252.366599484,254.063289036,1
2017.02.06 20:10,254.21,254.38,254.02,254.16,101,25672.8533333,1900839.97,7531,252.402067455,254.082631232,1
2017.02.06 20:15,254.15,254.28,254.02,254.12,103,26176.42,1914456.72333,7584,252.43363968,254.090104981,1
2017.02.06 20:20,254.13,254.5,254.13,254.47,72,18314.4,1915942.73333,7589,252.46313524,254.166083975,1
2017.02.06 20:25,254.51,254.64,254.47,254.54,86,21891.3,1925274.36667,7625,252.494998907,254.240867178,1
2017.02.06 20:30,254.55,254.78,254.53,254.67,90,22919.4,1935890.35667,7666,252.529396904,254.326693745,1
2017.02.06 20:35,254.68,254.82,254.58,254.73,88,22414.48,1936214.49,7666,252.571678842,254.407354999,1
2017.02.06 20:40,254.73,255.33,254.73,255.22,162,41325.12,1952685.66,7729,252.644023806,254.569884002,1
2017.02.06 20:45,255.28,255.54,255.18,255.53,193,49295.4166667,1985660.66,7857,252.725042637,254.761907207,1
2017.02.06 20:50,255.54,255.78,255.46,255.56,206,52653.6,2022240.87333,7999,252.81171063,254.921525768,1
2017.02.06 20:55,255.55,255.72,255.47,255.7,105,26841.15,2027489.71667,8018,252.867263241,255.077220619,1
2017.02.06 21:00,255.69,256.07,255.67,255.9,224,57317.12,2070990.83667,8187,252.960893693,255.241776498,1
2017.02.06 21:05,255.97,256.17,255.88,255.9,126,32253.9,2081368.00667,8226,253.023098306,255.373421192,1
2017.02.06 21:10,255.9,255.96,255.49,255.68,137,35032.27,2088509.30667,8252,253.091287769,255.434736952,1
2017.02.06 21:15,255.72,255.83,255.65,255.79,55,14066.6166667,2083988.85,8233,253.126302684,255.505789561,1
2017.02.06 21:20,255.8,255.81,255.5,255.5,67,17125.4233333,2090312.24333,8257,253.156381656,255.504631647,1
2017.02.06 21:25,255.5,255.92,255.5,255.68,102,26081.4,2105088.74333,8314,253.198068719,255.539705317,1
2017.02.06 21:30,255.73,255.98,255.7,255.98,74,18935.6133333,2106449.69,8318,253.239924261,255.627764255,1
2017.02.06 21:35,255.95,255.98,255.78,255.91,122,31218.58,2121850.65,8377,253.294813179,255.684211409,1
2017.02.06 21:40,255.92,255.97,255.78,255.83,88,22515.68,2122013.09,8376,253.34444723,255.71336913,1
2017.02.06 21:45,255.89,256.02,255.58,255.73,119,30437.4233333,2135624.35667,8428,253.396340373,255.716695305,1
2017.02.06 21:50,255.73,255.86,255.65,255.78,64,16368.8533333,2129899.63667,8404,253.438795415,255.729356244,1
2017.02.06 21:55,255.79,255.99,255.72,255.74,82,20976.9666667,2139323.85667,8440,253.4743906,255.731484991,1
2017.02.06 22:00,255.73,255.9,255.55,255.6,70,17897.8333333,2146172.26333,8466,253.504874006,255.705187991,1
2017.02.06 22:05,255.63,255.88,255.61,255.88,87,22253.73,2146077.5,8464,253.553579868,255.740150385,1
2017.02.06 22:10,255.89,256.08,255.7,255.73,105,26862.85,2157125.46,8506,253.600453797,255.738120304,1
2017.02.06 22:15,255.72,256.4,255.72,256.4,109,27922.8933333,2172997.31333,8567,253.647404381,255.870496231,1
2017.02.06 22:20,256.41,256.48,256.22,256.43,119,30508.8233333,2189204.64667,8629,253.703169158,255.982396952,1
2017.02.06 22:25,256.45,256.78,256.45,256.58,147,37720.69,2205355.10333,8690,253.7807944,256.101917554,1
2017.02.06 22:30,256.69,256.92,256.5,256.51,123,31567.13,2215849.15333,8729,253.849141177,256.183534022,1
2017.02.06 22:35,256.61,256.69,256.45,256.64,125,32074.1666667,2227344.6,8772,253.915253078,256.274827213,1
2017.02.06 22:40,256.62,256.78,256.58,256.66,99,25410.66,2228660.54,8775,253.978409117,256.351861779,1
2017.02.06 22:45,256.67,256.71,256.53,256.59,126,32332.86,2238902.46667,8813,254.045440448,256.399489435,1
2017.02.06 22:50,256.72,257.15,256.54,257.13,176,45221.44,2264788.43667,8912,254.127966412,256.545591574,1
2017.02.06 22:55,257.15,257.61,257.1,257.57,249,64099.24,2285446.8,8988,254.277570093,256.750473299,1
2017.02.07 16:30,257.74,257.79,256.3,257.74,237,60974.57,2305685.39,9063,254.406420611,256.948378672,1
2017.02.07 16:35,257.78,259.36,257.01,258.98,371,95884.95,2348531.34,9224,254.610943192,257.354702941,1
2017.02.07 16:40,259.03,259.7,258.82,259.62,291,75479.58,2364631.12,9280,254.809387931,257.807762362,1
2017.02.07 16:45,259.63,259.87,259.15,259.19,303,78599.21,2395158.43,9393,254.99397743,258.084209871,1
2017.02.07 16:50,259.2,259.8,258.95,259.01,256,66368.8533333,2429882.7,9524,255.132580848,258.269367881,1
2017.02.07 16:55,259.02,259.23,258.4,259.18,269,69653.9633333,2446467.56333,9583,255.292451564,258.451494288,1
2017.02.07 17:00,259.2,259.34,258.7,259.17,254,65803.78,2445069.10333,9571,255.46641974,258.595195409,1
2017.02.07 17:05,259.22,259.35,258.42,258.44,200,51747.3333333,2449116.61667,9582,255.595555903,258.564156314,1
2017.02.07 17:10,258.45,258.61,257.7,257.72,324,83595.24,2477770.77,9688,255.75668559,258.395325051,1
2017.02.07 17:15,257.76,257.79,256.94,257.04,219,56339.21,2494550.69,9750,255.851352821,258.124260038,1
2017.02.07 17:20,257.01,257.71,257.01,257.46,182,46845.5866667,2518728.57667,9842,255.916335772,257.99140803,1
2017.02.07 17:25,257.47,257.54,257.0,257.04,173,44494.4466667,2530976.83667,9887,255.990374903,257.801126429,1
2017.02.07 17:30,257.03,257.51,257.03,257.14,146,37555.0933333,2535228.77,9901,256.057849712,257.668901146,1
2017.02.07 17:35,257.14,257.88,257.14,257.78,125,32200.0,2538892.88,9913,256.11751034,257.691120926,1
2017.02.07 17:40,257.78,258.37,257.78,258.2,178,45944.7666667,2557284.62667,9982,256.189603954,257.792896741,1
2017.02.07 17:45,258.22,258.22,257.92,257.92,90,23221.8,2539028.09333,9908,256.26040506,257.818317397,1
2017.02.07 17:50,257.92,258.0,257.68,257.74,160,41249.0666667,2557759.27,9979,256.314186792,257.802653915,1
2017.02.07 17:55,257.74,258.11,257.59,257.95,145,37393.0833333,2576684.08333,10051,256.3609674,257.832123141,1
2017.02.07 18:00,258.02,258.22,257.82,258.06,92,23739.0666667,2572075.20333,10031,256.412641146,257.877698524,1
2017.02.07 18:05,258.06,258.14,257.75,257.91,130,33531.3333333,2583293.55,10073,256.457217314,257.884158821,1
2017.02.07 18:10,257.93,258.24,257.75,257.83,116,29921.04,2587863.25667,10089,256.503445006,257.873327066,1
2017.02.07 18:15,257.83,258.1,257.75,257.89,99,25533.42,2586770.07667,10083,256.547662071,257.876661656,1
2017.02.07 18:20,257.89,257.89,257.09,257.13,137,35259.69,2599224.96667,10130,256.586867391,257.727329328,1
2017.02.07 18:25,257.13,257.28,256.91,257.18,226,58109.8733333,2636038.6,10272,256.623695483,257.617863461,1
2017.02.07 18:30,257.2,257.22,256.67,256.82,120,30828.4,2643789.09667,10301,256.653635246,257.458290763,1
2017.02.07 18:35,256.81,256.91,256.65,256.84,95,24396.0,2645337.09667,10306,256.679322401,257.334632599,1
2017.02.07 18:40,256.86,256.99,256.73,256.94,115,29541.9666667,2644934.59667,10303,256.714995309,257.255706071,1
2017.02.07 18:45,256.88,257.25,256.78,257.22,128,32906.6666667,2654019.78333,10337,256.749519525,257.248564856,1
2017.02.07 18:50,257.24,257.98,257.18,257.82,143,36845.38,2674137.90333,10414,256.782975162,257.362851879,1
2017.02.07 18:55,257.81,257.88,257.28,257.64,142,36579.2,2694251.73667,10491,256.81553109,257.418281499,1
2017.02.07 19:00,257.65,257.95,257.62,257.76,96,24746.56,2696959.16667,10500,256.853253968,257.486625194,1
2017.02.07 19:05,257.76,257.76,257.28,257.58,110,28329.4,2712360.40667,10559,256.876636676,257.505300154,1
2017.02.07 19:10,257.59,258.0,257.59,257.91,111,28619.5,2725263.32,10608,256.906421569,257.58624013,1
2017.02.07 19:15,257.92,258.19,257.75,257.83,131,33787.9566667,2744343.63667,10681,256.936956902,257.634992106,1
2017.02.07 19:20,257.85,258.12,257.73,258.02,95,24505.8833333,2750843.68333,10705,256.968116145,257.711993691,1
2017.02.07 19:25,258.02,258.14,257.74,258.0,124,31987.04,2768879.97333,10774,256.996470515,257.769594961,1
2017.02.07 19:30,258.04,258.08,257.94,257.99,112,28896.3733333,2786359.84667,10841,257.020555914,257.813675978,1
2017.02.07 19:35,258.03,258.08,257.65,257.79,122,31456.48,2799535.76667,10891,257.05038717,257.808940782,1
2017.02.07 19:40,257.84,257.84,257.48,257.61,126,32463.06,2803019.26667,10903,257.086973004,257.769152619,1
2017.02.07 19:45,257.62,257.66,257.28,257.39,122,31408.0866667,2811277.86333,10934,257.11339522,257.693322084,1
2017.02.07 19:50,257.4,257.51,257.28,257.47,100,25742.0,2818707.14333,10962,257.134386365,257.648657661,1
2017.02.07 19:55,257.4,257.41,257.14,257.41,103,26503.96,2820567.60667,10968,257.163348529,257.600926119,1
2017.02.07 20:00,257.41,257.41,257.0,257.0,91,23399.4366667,2820836.66333,10968,257.187879589,257.480740883,1
2017.02.07 20:05,257.01,257.22,256.74,256.9,120,30834.4,2836929.01,11030,257.20117951,257.364592699,1
2017.02.07 20:10,256.91,257.2,256.89,256.99,95,24417.5333333,2835673.69,11024,257.227294086,257.289674156,1
2017.02.07 20:15,257.01,257.31,256.77,257.15,158,40618.1133333,2850115.38333,11079,257.253848121,257.261739327,1
2017.02.07 20:20,257.18,257.23,256.95,257.01,100,25706.3333333,2857507.31667,11107,257.270848714,257.211391463,-1
2017.02.07 20:25,257.01,257.48,256.98,257.15,116,29835.5866667,2865451.60333,11137,257.291155907,257.199113181,-1
2017.02.07 20:30,257.2,257.24,256.9,256.98,105,26989.2,2869521.40333,11152,257.310025407,257.155290556,-1
2017.02.07 20:35,256.98,257.11,256.73,257.05,102,26210.26,2873317.18333,11166,257.327349394,257.134232465,-1
2017.02.07 20:40,257.07,257.33,257.03,257.18,237,60951.66,2892943.72333,11241,257.356438336,257.143385981,-1
2017.02.07 20:45,257.18,257.51,257.1,257.29,194,49916.2,2893564.50667,11242,257.388765937,257.172708783,-1
2017.02.07 20:50,257.23,257.38,257.12,257.21,161,41415.1033333,2882326.01,11197,257.419488256,257.180167028,-1
2017.02.07 20:55,257.22,257.73,257.03,257.6,150,38618.0,2894102.86,11242,257.43665362,257.264133623,-1
2017.02.07 21:00,257.66,258.13,257.56,258.0,151,38942.3966667,2875728.13667,11169,257.474092279,257.411306897,-1
2017.02.07 21:05,257.98,257.99,257.78,257.83,95,24497.3333333,2867971.57,11138,257.494305082,257.495045515,1
2017.02.07 21:10,257.86,258.06,257.72,257.88,221,56992.9533333,2889932.25333,11222,257.523815125,257.572036414,1
2017.02.07 21:15,257.88,257.99,257.64,257.64,87,22424.83,2898290.46667,11254,257.534251525,257.585629134,1
2017.02.07 21:20,257.66,257.84,257.48,257.51,88,22669.68,2903834.72333,11275,257.546316925,257.570503311,1
2017.02.07 21:25,257.52,257.54,257.4,257.5,73,18796.04,2896549.36333,11246,257.562632343,257.556402652,-1
2017.02.07 21:30,257.5,257.68,257.38,257.52,173,44552.1133333,2922165.86333,11345,257.573015719,257.549122107,-1
2017.02.07 21:35,257.52,257.55,257.38,257.41,114,29348.92,2920296.20333,11337,257.589856517,257.521297673,-1
2017.02.07 21:40,257.42,257.46,257.24,257.39,81,20846.43,2918626.95333,11330,257.601672845,257.495038128,-1
2017.02.07 21:45,257.4,257.4,257.16,257.39,61,15696.3166667,2903885.84667,11272,257.619397327,257.474030498,-1
2017.02.07 21:50,257.39,257.41,257.24,257.34,87,22387.71,2909904.70333,11295,257.627685111,257.447224395,-1
2017.02.07 21:55,257.34,257.55,257.24,257.41,93,23938.2,2912865.93667,11306,257.638947167,257.439779517,-1
2017.02.07 22:00,257.4,257.77,257.38,257.69,96,24730.88,2919698.98333,11332,257.650810389,257.489823623,-1
2017.02.07 22:05,257.68,257.75,257.55,257.56,79,20351.98,2917797.23333,11324,257.664891675,257.503858896,-1
2017.02.07 22:10,257.55,257.6,257.28,257.38,73,18791.66,2909726.04333,11292,257.680308478,257.479087116,-1
2017.02.07 22:15,257.39,257.48,257.27,257.37,83,21361.9866667,2903165.13667,11266,257.692627079,257.457269681,-1
2017.02.07 22:20,257.38,257.43,257.07,257.14,85,21863.1333333,2894519.44667,11232,257.702942189,257.393815717,-1
2017.02.07 22:25,257.12,257.22,256.84,256.92,126,32381.16,2889179.91667,11211,257.709385128,257.299052541,-1
2017.02.07 22:30,256.9,257.01,256.78,256.83,111,28512.94,2886125.72667,11199,257.712807096,257.205242025,-1
2017.02.07 22:35,256.84,256.87,256.59,256.8,124,31837.4133333,2885888.97333,11198,257.714678812,257.124193624,-1
2017.02.07 22:40,256.79,257.28,256.75,257.17,126,32390.4,2892868.71333,11225,257.716589161,257.13335491,-1
2017.02.07 22:45,257.18,257.24,256.83,256.91,135,34694.1,2895229.95333,11234,257.72030918,257.088683953,-1
2017.02.07 22:50,256.93,257.13,256.89,257.02,143,36752.9066667,2886761.42,11201,257.723544326,257.0749472,-1
2017.02.07 22:55,257.0,257.31,256.9,257.25,254,65316.9466667,2887979.12667,11206,257.717216372,257.109957806,-1
